GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,RK9E001,NAME_M,RK9M001
"G44000700111001","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"011100","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070111001","Block Group 1, Census Tract 111, Providence County, Rhode Island",1492,"Block Group 1, Census Tract 111, Providence County, Rhode Island",457
"G44000700111002","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"011100","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070111002","Block Group 2, Census Tract 111, Providence County, Rhode Island",2960,"Block Group 2, Census Tract 111, Providence County, Rhode Island",502
"G44000700112001","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"011200","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070112001","Block Group 1, Census Tract 112, Providence County, Rhode Island",1008,"Block Group 1, Census Tract 112, Providence County, Rhode Island",212
"G44000700112002","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"011200","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070112002","Block Group 2, Census Tract 112, Providence County, Rhode Island",1454,"Block Group 2, Census Tract 112, Providence County, Rhode Island",295
"G44000700112003","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"011200","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070112003","Block Group 3, Census Tract 112, Providence County, Rhode Island",1170,"Block Group 3, Census Tract 112, Providence County, Rhode Island",315
"G44000700112004","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"011200","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070112004","Block Group 4, Census Tract 112, Providence County, Rhode Island",989,"Block Group 4, Census Tract 112, Providence County, Rhode Island",248
"G44000700112005","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"011200","5",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070112005","Block Group 5, Census Tract 112, Providence County, Rhode Island",1275,"Block Group 5, Census Tract 112, Providence County, Rhode Island",388
"G44000700113011","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"011301","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070113011","Block Group 1, Census Tract 113.01, Providence County, Rhode Island",1676,"Block Group 1, Census Tract 113.01, Providence County, Rhode Island",310
"G44000700113012","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"011301","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070113012","Block Group 2, Census Tract 113.01, Providence County, Rhode Island",1140,"Block Group 2, Census Tract 113.01, Providence County, Rhode Island",313
"G44000700113019","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"011301","9",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070113019","Block Group 9, Census Tract 113.01, Providence County, Rhode Island",1752,"Block Group 9, Census Tract 113.01, Providence County, Rhode Island",506
"G44000700113021","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"011302","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070113021","Block Group 1, Census Tract 113.02, Providence County, Rhode Island",896,"Block Group 1, Census Tract 113.02, Providence County, Rhode Island",180
"G44000700113022","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"011302","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070113022","Block Group 2, Census Tract 113.02, Providence County, Rhode Island",1970,"Block Group 2, Census Tract 113.02, Providence County, Rhode Island",276
"G44000700113029","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"011302","9",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070113029","Block Group 9, Census Tract 113.02, Providence County, Rhode Island",1334,"Block Group 9, Census Tract 113.02, Providence County, Rhode Island",231
"G44000700114011","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"011401","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070114011","Block Group 1, Census Tract 114.01, Providence County, Rhode Island",1347,"Block Group 1, Census Tract 114.01, Providence County, Rhode Island",358
"G44000700114012","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"011401","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070114012","Block Group 2, Census Tract 114.01, Providence County, Rhode Island",1285,"Block Group 2, Census Tract 114.01, Providence County, Rhode Island",269
"G44000700114013","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"011401","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070114013","Block Group 3, Census Tract 114.01, Providence County, Rhode Island",1145,"Block Group 3, Census Tract 114.01, Providence County, Rhode Island",306
"G44000700114014","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"011401","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070114014","Block Group 4, Census Tract 114.01, Providence County, Rhode Island",1893,"Block Group 4, Census Tract 114.01, Providence County, Rhode Island",414
"G44000700114019","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"011401","9",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070114019","Block Group 9, Census Tract 114.01, Providence County, Rhode Island",2464,"Block Group 9, Census Tract 114.01, Providence County, Rhode Island",379
"G44000700114028","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"011402","8",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070114028","Block Group 8, Census Tract 114.02, Providence County, Rhode Island",1505,"Block Group 8, Census Tract 114.02, Providence County, Rhode Island",298
"G44000700114029","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"011402","9",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070114029","Block Group 9, Census Tract 114.02, Providence County, Rhode Island",2672,"Block Group 9, Census Tract 114.02, Providence County, Rhode Island",215
"G44000700114031","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"011403","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070114031","Block Group 1, Census Tract 114.03, Providence County, Rhode Island",3272,"Block Group 1, Census Tract 114.03, Providence County, Rhode Island",449
"G44000700114032","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"011403","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070114032","Block Group 2, Census Tract 114.03, Providence County, Rhode Island",3964,"Block Group 2, Census Tract 114.03, Providence County, Rhode Island",444
"G44000700115001","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"011500","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070115001","Block Group 1, Census Tract 115, Providence County, Rhode Island",1102,"Block Group 1, Census Tract 115, Providence County, Rhode Island",293
"G44000700115002","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"011500","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070115002","Block Group 2, Census Tract 115, Providence County, Rhode Island",1337,"Block Group 2, Census Tract 115, Providence County, Rhode Island",419
"G44000700115009","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"011500","9",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070115009","Block Group 9, Census Tract 115, Providence County, Rhode Island",3294,"Block Group 9, Census Tract 115, Providence County, Rhode Island",510
"G44000700116001","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"011600","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070116001","Block Group 1, Census Tract 116, Providence County, Rhode Island",1518,"Block Group 1, Census Tract 116, Providence County, Rhode Island",654
"G44000700116002","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"011600","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070116002","Block Group 2, Census Tract 116, Providence County, Rhode Island",1868,"Block Group 2, Census Tract 116, Providence County, Rhode Island",435
"G44000700116009","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"011600","9",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070116009","Block Group 9, Census Tract 116, Providence County, Rhode Island",3300,"Block Group 9, Census Tract 116, Providence County, Rhode Island",414
"G44000700117011","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"011701","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070117011","Block Group 1, Census Tract 117.01, Providence County, Rhode Island",2144,"Block Group 1, Census Tract 117.01, Providence County, Rhode Island",408
"G44000700117012","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"011701","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070117012","Block Group 2, Census Tract 117.01, Providence County, Rhode Island",1994,"Block Group 2, Census Tract 117.01, Providence County, Rhode Island",492
"G44000700117019","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"011701","9",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070117019","Block Group 9, Census Tract 117.01, Providence County, Rhode Island",982,"Block Group 9, Census Tract 117.01, Providence County, Rhode Island",181
"G44000700117021","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"011702","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070117021","Block Group 1, Census Tract 117.02, Providence County, Rhode Island",1264,"Block Group 1, Census Tract 117.02, Providence County, Rhode Island",288
"G44000700117022","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"011702","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070117022","Block Group 2, Census Tract 117.02, Providence County, Rhode Island",1247,"Block Group 2, Census Tract 117.02, Providence County, Rhode Island",261
"G44000700117023","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"011702","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070117023","Block Group 3, Census Tract 117.02, Providence County, Rhode Island",1960,"Block Group 3, Census Tract 117.02, Providence County, Rhode Island",328
"G44000700118001","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"011800","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070118001","Block Group 1, Census Tract 118, Providence County, Rhode Island",2771,"Block Group 1, Census Tract 118, Providence County, Rhode Island",624
"G44000700118002","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"011800","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070118002","Block Group 2, Census Tract 118, Providence County, Rhode Island",1236,"Block Group 2, Census Tract 118, Providence County, Rhode Island",310
"G44000700118003","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"011800","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070118003","Block Group 3, Census Tract 118, Providence County, Rhode Island",953,"Block Group 3, Census Tract 118, Providence County, Rhode Island",318
"G44000700118004","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"011800","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070118004","Block Group 4, Census Tract 118, Providence County, Rhode Island",811,"Block Group 4, Census Tract 118, Providence County, Rhode Island",311
"G44000700118005","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"011800","5",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070118005","Block Group 5, Census Tract 118, Providence County, Rhode Island",862,"Block Group 5, Census Tract 118, Providence County, Rhode Island",247
"G44000700119001","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"011900","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070119001","Block Group 1, Census Tract 119, Providence County, Rhode Island",2950,"Block Group 1, Census Tract 119, Providence County, Rhode Island",499
"G44000700119002","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"011900","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070119002","Block Group 2, Census Tract 119, Providence County, Rhode Island",1855,"Block Group 2, Census Tract 119, Providence County, Rhode Island",446
"G44000700119003","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"011900","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070119003","Block Group 3, Census Tract 119, Providence County, Rhode Island",2761,"Block Group 3, Census Tract 119, Providence County, Rhode Island",393
"G44000700120001","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"012000","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070120001","Block Group 1, Census Tract 120, Providence County, Rhode Island",1335,"Block Group 1, Census Tract 120, Providence County, Rhode Island",425
"G44000700120002","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"012000","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070120002","Block Group 2, Census Tract 120, Providence County, Rhode Island",1439,"Block Group 2, Census Tract 120, Providence County, Rhode Island",331
"G44000700120003","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"012000","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070120003","Block Group 3, Census Tract 120, Providence County, Rhode Island",756,"Block Group 3, Census Tract 120, Providence County, Rhode Island",162
"G44000700120004","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"012000","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070120004","Block Group 4, Census Tract 120, Providence County, Rhode Island",1469,"Block Group 4, Census Tract 120, Providence County, Rhode Island",405
"G44000700120005","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"012000","5",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070120005","Block Group 5, Census Tract 120, Providence County, Rhode Island",1655,"Block Group 5, Census Tract 120, Providence County, Rhode Island",603
"G44000700121011","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"012101","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070121011","Block Group 1, Census Tract 121.01, Providence County, Rhode Island",923,"Block Group 1, Census Tract 121.01, Providence County, Rhode Island",231
"G44000700121012","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"012101","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070121012","Block Group 2, Census Tract 121.01, Providence County, Rhode Island",963,"Block Group 2, Census Tract 121.01, Providence County, Rhode Island",398
"G44000700121013","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"012101","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070121013","Block Group 3, Census Tract 121.01, Providence County, Rhode Island",3384,"Block Group 3, Census Tract 121.01, Providence County, Rhode Island",478
"G44000700121014","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"012101","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070121014","Block Group 4, Census Tract 121.01, Providence County, Rhode Island",679,"Block Group 4, Census Tract 121.01, Providence County, Rhode Island",214
"G44000700121015","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"012101","5",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070121015","Block Group 5, Census Tract 121.01, Providence County, Rhode Island",1212,"Block Group 5, Census Tract 121.01, Providence County, Rhode Island",294
"G44000700121021","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"012102","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070121021","Block Group 1, Census Tract 121.02, Providence County, Rhode Island",956,"Block Group 1, Census Tract 121.02, Providence County, Rhode Island",288
"G44000700121022","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"012102","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070121022","Block Group 2, Census Tract 121.02, Providence County, Rhode Island",1836,"Block Group 2, Census Tract 121.02, Providence County, Rhode Island",464
"G44000700121023","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"012102","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070121023","Block Group 3, Census Tract 121.02, Providence County, Rhode Island",1314,"Block Group 3, Census Tract 121.02, Providence County, Rhode Island",302
"G44000700121024","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"012102","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070121024","Block Group 4, Census Tract 121.02, Providence County, Rhode Island",687,"Block Group 4, Census Tract 121.02, Providence County, Rhode Island",170
"G44000700122001","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"012200","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070122001","Block Group 1, Census Tract 122, Providence County, Rhode Island",963,"Block Group 1, Census Tract 122, Providence County, Rhode Island",407
"G44000700122002","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"012200","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070122002","Block Group 2, Census Tract 122, Providence County, Rhode Island",2417,"Block Group 2, Census Tract 122, Providence County, Rhode Island",396
"G44000700122003","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"012200","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070122003","Block Group 3, Census Tract 122, Providence County, Rhode Island",775,"Block Group 3, Census Tract 122, Providence County, Rhode Island",269
"G44000700122009","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"012200","9",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070122009","Block Group 9, Census Tract 122, Providence County, Rhode Island",2877,"Block Group 9, Census Tract 122, Providence County, Rhode Island",445
"G44000700123001","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"012300","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070123001","Block Group 1, Census Tract 123, Providence County, Rhode Island",1594,"Block Group 1, Census Tract 123, Providence County, Rhode Island",515
"G44000700123002","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"012300","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070123002","Block Group 2, Census Tract 123, Providence County, Rhode Island",2851,"Block Group 2, Census Tract 123, Providence County, Rhode Island",476
"G44000700123003","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"012300","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070123003","Block Group 3, Census Tract 123, Providence County, Rhode Island",2330,"Block Group 3, Census Tract 123, Providence County, Rhode Island",440
"G44000700124011","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"012401","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070124011","Block Group 1, Census Tract 124.01, Providence County, Rhode Island",1190,"Block Group 1, Census Tract 124.01, Providence County, Rhode Island",454
"G44000700124012","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"012401","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070124012","Block Group 2, Census Tract 124.01, Providence County, Rhode Island",821,"Block Group 2, Census Tract 124.01, Providence County, Rhode Island",173
"G44000700124013","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"012401","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070124013","Block Group 3, Census Tract 124.01, Providence County, Rhode Island",803,"Block Group 3, Census Tract 124.01, Providence County, Rhode Island",265
"G44000700124014","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"012401","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070124014","Block Group 4, Census Tract 124.01, Providence County, Rhode Island",3260,"Block Group 4, Census Tract 124.01, Providence County, Rhode Island",426
"G44000700124015","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"012401","5",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070124015","Block Group 5, Census Tract 124.01, Providence County, Rhode Island",766,"Block Group 5, Census Tract 124.01, Providence County, Rhode Island",280
"G44000700124021","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"012402","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070124021","Block Group 1, Census Tract 124.02, Providence County, Rhode Island",1370,"Block Group 1, Census Tract 124.02, Providence County, Rhode Island",297
"G44000700124022","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"012402","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070124022","Block Group 2, Census Tract 124.02, Providence County, Rhode Island",1313,"Block Group 2, Census Tract 124.02, Providence County, Rhode Island",446
"G44000700125001","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"012500","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070125001","Block Group 1, Census Tract 125, Providence County, Rhode Island",1571,"Block Group 1, Census Tract 125, Providence County, Rhode Island",423
"G44000700125002","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"012500","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070125002","Block Group 2, Census Tract 125, Providence County, Rhode Island",3803,"Block Group 2, Census Tract 125, Providence County, Rhode Island",630
"G44000700126015","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"012601","5",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070126015","Block Group 5, Census Tract 126.01, Providence County, Rhode Island",3377,"Block Group 5, Census Tract 126.01, Providence County, Rhode Island",500
"G44000700126019","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"012601","9",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070126019","Block Group 9, Census Tract 126.01, Providence County, Rhode Island",960,"Block Group 9, Census Tract 126.01, Providence County, Rhode Island",236
"G44000700126021","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"012602","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070126021","Block Group 1, Census Tract 126.02, Providence County, Rhode Island",1239,"Block Group 1, Census Tract 126.02, Providence County, Rhode Island",285
"G44000700126022","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"012602","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070126022","Block Group 2, Census Tract 126.02, Providence County, Rhode Island",690,"Block Group 2, Census Tract 126.02, Providence County, Rhode Island",194
"G44000700126023","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"012602","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070126023","Block Group 3, Census Tract 126.02, Providence County, Rhode Island",1156,"Block Group 3, Census Tract 126.02, Providence County, Rhode Island",231
"G44000700126024","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"012602","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070126024","Block Group 4, Census Tract 126.02, Providence County, Rhode Island",953,"Block Group 4, Census Tract 126.02, Providence County, Rhode Island",252
"G44000700126025","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"012602","5",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070126025","Block Group 5, Census Tract 126.02, Providence County, Rhode Island",1014,"Block Group 5, Census Tract 126.02, Providence County, Rhode Island",210
"G44000700126029","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"012602","9",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070126029","Block Group 9, Census Tract 126.02, Providence County, Rhode Island",1628,"Block Group 9, Census Tract 126.02, Providence County, Rhode Island",401
"G44000700127011","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"012701","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070127011","Block Group 1, Census Tract 127.01, Providence County, Rhode Island",1283,"Block Group 1, Census Tract 127.01, Providence County, Rhode Island",310
"G44000700127018","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"012701","8",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070127018","Block Group 8, Census Tract 127.01, Providence County, Rhode Island",1375,"Block Group 8, Census Tract 127.01, Providence County, Rhode Island",324
"G44000700127019","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"012701","9",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070127019","Block Group 9, Census Tract 127.01, Providence County, Rhode Island",2734,"Block Group 9, Census Tract 127.01, Providence County, Rhode Island",304
"G44000700127023","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"012702","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070127023","Block Group 3, Census Tract 127.02, Providence County, Rhode Island",1340,"Block Group 3, Census Tract 127.02, Providence County, Rhode Island",280
"G44000700127024","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"012702","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070127024","Block Group 4, Census Tract 127.02, Providence County, Rhode Island",2467,"Block Group 4, Census Tract 127.02, Providence County, Rhode Island",283
"G44000700127029","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"012702","9",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070127029","Block Group 9, Census Tract 127.02, Providence County, Rhode Island",1038,"Block Group 9, Census Tract 127.02, Providence County, Rhode Island",232
"G44000700128011","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"012801","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070128011","Block Group 1, Census Tract 128.01, Providence County, Rhode Island",865,"Block Group 1, Census Tract 128.01, Providence County, Rhode Island",244
"G44000700128012","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"012801","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070128012","Block Group 2, Census Tract 128.01, Providence County, Rhode Island",1336,"Block Group 2, Census Tract 128.01, Providence County, Rhode Island",271
"G44000700128014","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"012801","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070128014","Block Group 4, Census Tract 128.01, Providence County, Rhode Island",1737,"Block Group 4, Census Tract 128.01, Providence County, Rhode Island",285
"G44000700128022","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"012802","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070128022","Block Group 2, Census Tract 128.02, Providence County, Rhode Island",1098,"Block Group 2, Census Tract 128.02, Providence County, Rhode Island",241
"G44000700128023","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"012802","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070128023","Block Group 3, Census Tract 128.02, Providence County, Rhode Island",1239,"Block Group 3, Census Tract 128.02, Providence County, Rhode Island",202
"G44000700128038","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"012803","8",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070128038","Block Group 8, Census Tract 128.03, Providence County, Rhode Island",3206,"Block Group 8, Census Tract 128.03, Providence County, Rhode Island",373
"G44000700128039","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"012803","9",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070128039","Block Group 9, Census Tract 128.03, Providence County, Rhode Island",1860,"Block Group 9, Census Tract 128.03, Providence County, Rhode Island",280
"G44000700129001","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"012900","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070129001","Block Group 1, Census Tract 129, Providence County, Rhode Island",1844,"Block Group 1, Census Tract 129, Providence County, Rhode Island",361
"G44000700129002","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"012900","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070129002","Block Group 2, Census Tract 129, Providence County, Rhode Island",704,"Block Group 2, Census Tract 129, Providence County, Rhode Island",224
"G44000700129003","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"012900","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070129003","Block Group 3, Census Tract 129, Providence County, Rhode Island",940,"Block Group 3, Census Tract 129, Providence County, Rhode Island",294
"G44000700129004","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"012900","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070129004","Block Group 4, Census Tract 129, Providence County, Rhode Island",1310,"Block Group 4, Census Tract 129, Providence County, Rhode Island",404
"G44000700129005","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"012900","5",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070129005","Block Group 5, Census Tract 129, Providence County, Rhode Island",658,"Block Group 5, Census Tract 129, Providence County, Rhode Island",370
"G44000700130013","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"013001","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070130013","Block Group 3, Census Tract 130.01, Providence County, Rhode Island",1347,"Block Group 3, Census Tract 130.01, Providence County, Rhode Island",259
