GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,RK9E001,NAME_M,RK9M001
"G44000500406004","2005-2009","RI",,,"Rhode Island","44","Newport County","005",,,"040600","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US440050406004","Block Group 4, Census Tract 406, Newport County, Rhode Island",825,"Block Group 4, Census Tract 406, Newport County, Rhode Island",258
"G44000500407001","2005-2009","RI",,,"Rhode Island","44","Newport County","005",,,"040700","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440050407001","Block Group 1, Census Tract 407, Newport County, Rhode Island",1480,"Block Group 1, Census Tract 407, Newport County, Rhode Island",230
"G44000500407002","2005-2009","RI",,,"Rhode Island","44","Newport County","005",,,"040700","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440050407002","Block Group 2, Census Tract 407, Newport County, Rhode Island",1384,"Block Group 2, Census Tract 407, Newport County, Rhode Island",352
"G44000500407003","2005-2009","RI",,,"Rhode Island","44","Newport County","005",,,"040700","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440050407003","Block Group 3, Census Tract 407, Newport County, Rhode Island",795,"Block Group 3, Census Tract 407, Newport County, Rhode Island",183
"G44000500408001","2005-2009","RI",,,"Rhode Island","44","Newport County","005",,,"040800","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440050408001","Block Group 1, Census Tract 408, Newport County, Rhode Island",1160,"Block Group 1, Census Tract 408, Newport County, Rhode Island",320
"G44000500408002","2005-2009","RI",,,"Rhode Island","44","Newport County","005",,,"040800","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440050408002","Block Group 2, Census Tract 408, Newport County, Rhode Island",689,"Block Group 2, Census Tract 408, Newport County, Rhode Island",192
"G44000500408003","2005-2009","RI",,,"Rhode Island","44","Newport County","005",,,"040800","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440050408003","Block Group 3, Census Tract 408, Newport County, Rhode Island",771,"Block Group 3, Census Tract 408, Newport County, Rhode Island",267
"G44000500409001","2005-2009","RI",,,"Rhode Island","44","Newport County","005",,,"040900","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440050409001","Block Group 1, Census Tract 409, Newport County, Rhode Island",157,"Block Group 1, Census Tract 409, Newport County, Rhode Island",236
"G44000500409002","2005-2009","RI",,,"Rhode Island","44","Newport County","005",,,"040900","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440050409002","Block Group 2, Census Tract 409, Newport County, Rhode Island",766,"Block Group 2, Census Tract 409, Newport County, Rhode Island",265
"G44000500409003","2005-2009","RI",,,"Rhode Island","44","Newport County","005",,,"040900","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440050409003","Block Group 3, Census Tract 409, Newport County, Rhode Island",1276,"Block Group 3, Census Tract 409, Newport County, Rhode Island",284
"G44000500409004","2005-2009","RI",,,"Rhode Island","44","Newport County","005",,,"040900","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US440050409004","Block Group 4, Census Tract 409, Newport County, Rhode Island",2436,"Block Group 4, Census Tract 409, Newport County, Rhode Island",404
"G44000500409005","2005-2009","RI",,,"Rhode Island","44","Newport County","005",,,"040900","5",,,,,,,,,,,,,,,,,,,,,,,,"15000US440050409005","Block Group 5, Census Tract 409, Newport County, Rhode Island",245,"Block Group 5, Census Tract 409, Newport County, Rhode Island",203
"G44000500410001","2005-2009","RI",,,"Rhode Island","44","Newport County","005",,,"041000","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440050410001","Block Group 1, Census Tract 410, Newport County, Rhode Island",408,"Block Group 1, Census Tract 410, Newport County, Rhode Island",177
"G44000500410002","2005-2009","RI",,,"Rhode Island","44","Newport County","005",,,"041000","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440050410002","Block Group 2, Census Tract 410, Newport County, Rhode Island",1202,"Block Group 2, Census Tract 410, Newport County, Rhode Island",266
"G44000500411001","2005-2009","RI",,,"Rhode Island","44","Newport County","005",,,"041100","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440050411001","Block Group 1, Census Tract 411, Newport County, Rhode Island",638,"Block Group 1, Census Tract 411, Newport County, Rhode Island",176
"G44000500411002","2005-2009","RI",,,"Rhode Island","44","Newport County","005",,,"041100","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440050411002","Block Group 2, Census Tract 411, Newport County, Rhode Island",633,"Block Group 2, Census Tract 411, Newport County, Rhode Island",163
"G44000500411009","2005-2009","RI",,,"Rhode Island","44","Newport County","005",,,"041100","9",,,,,,,,,,,,,,,,,,,,,,,,"15000US440050411009","Block Group 9, Census Tract 411, Newport County, Rhode Island",80,"Block Group 9, Census Tract 411, Newport County, Rhode Island",62
"G44000500412009","2005-2009","RI",,,"Rhode Island","44","Newport County","005",,,"041200","9",,,,,,,,,,,,,,,,,,,,,,,,"15000US440050412009","Block Group 9, Census Tract 412, Newport County, Rhode Island",1320,"Block Group 9, Census Tract 412, Newport County, Rhode Island",242
"G44000500413001","2005-2009","RI",,,"Rhode Island","44","Newport County","005",,,"041300","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440050413001","Block Group 1, Census Tract 413, Newport County, Rhode Island",802,"Block Group 1, Census Tract 413, Newport County, Rhode Island",336
"G44000500413002","2005-2009","RI",,,"Rhode Island","44","Newport County","005",,,"041300","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440050413002","Block Group 2, Census Tract 413, Newport County, Rhode Island",1221,"Block Group 2, Census Tract 413, Newport County, Rhode Island",274
"G44000500413003","2005-2009","RI",,,"Rhode Island","44","Newport County","005",,,"041300","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440050413003","Block Group 3, Census Tract 413, Newport County, Rhode Island",1131,"Block Group 3, Census Tract 413, Newport County, Rhode Island",265
"G44000500413004","2005-2009","RI",,,"Rhode Island","44","Newport County","005",,,"041300","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US440050413004","Block Group 4, Census Tract 413, Newport County, Rhode Island",1327,"Block Group 4, Census Tract 413, Newport County, Rhode Island",289
"G44000500413005","2005-2009","RI",,,"Rhode Island","44","Newport County","005",,,"041300","5",,,,,,,,,,,,,,,,,,,,,,,,"15000US440050413005","Block Group 5, Census Tract 413, Newport County, Rhode Island",1032,"Block Group 5, Census Tract 413, Newport County, Rhode Island",247
"G44000500414001","2005-2009","RI",,,"Rhode Island","44","Newport County","005",,,"041400","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440050414001","Block Group 1, Census Tract 414, Newport County, Rhode Island",2782,"Block Group 1, Census Tract 414, Newport County, Rhode Island",208
"G44000500414002","2005-2009","RI",,,"Rhode Island","44","Newport County","005",,,"041400","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440050414002","Block Group 2, Census Tract 414, Newport County, Rhode Island",758,"Block Group 2, Census Tract 414, Newport County, Rhode Island",206
"G44000500416011","2005-2009","RI",,,"Rhode Island","44","Newport County","005",,,"041601","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440050416011","Block Group 1, Census Tract 416.01, Newport County, Rhode Island",408,"Block Group 1, Census Tract 416.01, Newport County, Rhode Island",151
"G44000500416012","2005-2009","RI",,,"Rhode Island","44","Newport County","005",,,"041601","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440050416012","Block Group 2, Census Tract 416.01, Newport County, Rhode Island",1031,"Block Group 2, Census Tract 416.01, Newport County, Rhode Island",202
"G44000500416013","2005-2009","RI",,,"Rhode Island","44","Newport County","005",,,"041601","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440050416013","Block Group 3, Census Tract 416.01, Newport County, Rhode Island",900,"Block Group 3, Census Tract 416.01, Newport County, Rhode Island",207
"G44000500416014","2005-2009","RI",,,"Rhode Island","44","Newport County","005",,,"041601","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US440050416014","Block Group 4, Census Tract 416.01, Newport County, Rhode Island",658,"Block Group 4, Census Tract 416.01, Newport County, Rhode Island",311
"G44000500416021","2005-2009","RI",,,"Rhode Island","44","Newport County","005",,,"041602","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440050416021","Block Group 1, Census Tract 416.02, Newport County, Rhode Island",3145,"Block Group 1, Census Tract 416.02, Newport County, Rhode Island",233
"G44000500416022","2005-2009","RI",,,"Rhode Island","44","Newport County","005",,,"041602","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440050416022","Block Group 2, Census Tract 416.02, Newport County, Rhode Island",836,"Block Group 2, Census Tract 416.02, Newport County, Rhode Island",169
"G44000500417001","2005-2009","RI",,,"Rhode Island","44","Newport County","005",,,"041700","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440050417001","Block Group 1, Census Tract 417, Newport County, Rhode Island",285,"Block Group 1, Census Tract 417, Newport County, Rhode Island",101
"G44000500417002","2005-2009","RI",,,"Rhode Island","44","Newport County","005",,,"041700","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440050417002","Block Group 2, Census Tract 417, Newport County, Rhode Island",3397,"Block Group 2, Census Tract 417, Newport County, Rhode Island",420
"G44000500417009","2005-2009","RI",,,"Rhode Island","44","Newport County","005",,,"041700","9",,,,,,,,,,,,,,,,,,,,,,,,"15000US440050417009","Block Group 9, Census Tract 417, Newport County, Rhode Island",4432,"Block Group 9, Census Tract 417, Newport County, Rhode Island",518
"G44000700001011","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"000101","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070001011","Block Group 1, Census Tract 1.01, Providence County, Rhode Island",1599,"Block Group 1, Census Tract 1.01, Providence County, Rhode Island",424
"G44000700001012","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"000101","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070001012","Block Group 2, Census Tract 1.01, Providence County, Rhode Island",799,"Block Group 2, Census Tract 1.01, Providence County, Rhode Island",297
"G44000700001013","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"000101","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070001013","Block Group 3, Census Tract 1.01, Providence County, Rhode Island",1505,"Block Group 3, Census Tract 1.01, Providence County, Rhode Island",482
"G44000700001014","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"000101","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070001014","Block Group 4, Census Tract 1.01, Providence County, Rhode Island",1161,"Block Group 4, Census Tract 1.01, Providence County, Rhode Island",445
"G44000700001021","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"000102","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070001021","Block Group 1, Census Tract 1.02, Providence County, Rhode Island",912,"Block Group 1, Census Tract 1.02, Providence County, Rhode Island",332
"G44000700001022","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"000102","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070001022","Block Group 2, Census Tract 1.02, Providence County, Rhode Island",1156,"Block Group 2, Census Tract 1.02, Providence County, Rhode Island",283
"G44000700001023","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"000102","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070001023","Block Group 3, Census Tract 1.02, Providence County, Rhode Island",1470,"Block Group 3, Census Tract 1.02, Providence County, Rhode Island",329
"G44000700001024","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"000102","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070001024","Block Group 4, Census Tract 1.02, Providence County, Rhode Island",1115,"Block Group 4, Census Tract 1.02, Providence County, Rhode Island",393
"G44000700002001","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"000200","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070002001","Block Group 1, Census Tract 2, Providence County, Rhode Island",1831,"Block Group 1, Census Tract 2, Providence County, Rhode Island",446
"G44000700002002","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"000200","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070002002","Block Group 2, Census Tract 2, Providence County, Rhode Island",746,"Block Group 2, Census Tract 2, Providence County, Rhode Island",377
"G44000700002003","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"000200","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070002003","Block Group 3, Census Tract 2, Providence County, Rhode Island",884,"Block Group 3, Census Tract 2, Providence County, Rhode Island",335
"G44000700002004","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"000200","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070002004","Block Group 4, Census Tract 2, Providence County, Rhode Island",987,"Block Group 4, Census Tract 2, Providence County, Rhode Island",411
"G44000700002005","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"000200","5",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070002005","Block Group 5, Census Tract 2, Providence County, Rhode Island",1505,"Block Group 5, Census Tract 2, Providence County, Rhode Island",494
"G44000700003001","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"000300","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070003001","Block Group 1, Census Tract 3, Providence County, Rhode Island",1067,"Block Group 1, Census Tract 3, Providence County, Rhode Island",434
"G44000700003002","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"000300","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070003002","Block Group 2, Census Tract 3, Providence County, Rhode Island",881,"Block Group 2, Census Tract 3, Providence County, Rhode Island",364
"G44000700003003","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"000300","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070003003","Block Group 3, Census Tract 3, Providence County, Rhode Island",715,"Block Group 3, Census Tract 3, Providence County, Rhode Island",358
"G44000700003004","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"000300","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070003004","Block Group 4, Census Tract 3, Providence County, Rhode Island",1112,"Block Group 4, Census Tract 3, Providence County, Rhode Island",410
"G44000700003005","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"000300","5",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070003005","Block Group 5, Census Tract 3, Providence County, Rhode Island",278,"Block Group 5, Census Tract 3, Providence County, Rhode Island",193
"G44000700003006","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"000300","6",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070003006","Block Group 6, Census Tract 3, Providence County, Rhode Island",1330,"Block Group 6, Census Tract 3, Providence County, Rhode Island",679
"G44000700003007","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"000300","7",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070003007","Block Group 7, Census Tract 3, Providence County, Rhode Island",1636,"Block Group 7, Census Tract 3, Providence County, Rhode Island",567
"G44000700004001","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"000400","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070004001","Block Group 1, Census Tract 4, Providence County, Rhode Island",971,"Block Group 1, Census Tract 4, Providence County, Rhode Island",337
"G44000700004002","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"000400","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070004002","Block Group 2, Census Tract 4, Providence County, Rhode Island",627,"Block Group 2, Census Tract 4, Providence County, Rhode Island",268
"G44000700004003","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"000400","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070004003","Block Group 3, Census Tract 4, Providence County, Rhode Island",1504,"Block Group 3, Census Tract 4, Providence County, Rhode Island",428
"G44000700004004","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"000400","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070004004","Block Group 4, Census Tract 4, Providence County, Rhode Island",1038,"Block Group 4, Census Tract 4, Providence County, Rhode Island",286
"G44000700005001","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"000500","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070005001","Block Group 1, Census Tract 5, Providence County, Rhode Island",909,"Block Group 1, Census Tract 5, Providence County, Rhode Island",347
"G44000700005002","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"000500","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070005002","Block Group 2, Census Tract 5, Providence County, Rhode Island",898,"Block Group 2, Census Tract 5, Providence County, Rhode Island",442
"G44000700005003","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"000500","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070005003","Block Group 3, Census Tract 5, Providence County, Rhode Island",1072,"Block Group 3, Census Tract 5, Providence County, Rhode Island",422
"G44000700006001","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"000600","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070006001","Block Group 1, Census Tract 6, Providence County, Rhode Island",860,"Block Group 1, Census Tract 6, Providence County, Rhode Island",483
"G44000700006002","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"000600","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070006002","Block Group 2, Census Tract 6, Providence County, Rhode Island",920,"Block Group 2, Census Tract 6, Providence County, Rhode Island",369
"G44000700007001","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"000700","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070007001","Block Group 1, Census Tract 7, Providence County, Rhode Island",827,"Block Group 1, Census Tract 7, Providence County, Rhode Island",286
"G44000700007002","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"000700","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070007002","Block Group 2, Census Tract 7, Providence County, Rhode Island",787,"Block Group 2, Census Tract 7, Providence County, Rhode Island",261
"G44000700007003","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"000700","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070007003","Block Group 3, Census Tract 7, Providence County, Rhode Island",677,"Block Group 3, Census Tract 7, Providence County, Rhode Island",258
"G44000700008001","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"000800","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070008001","Block Group 1, Census Tract 8, Providence County, Rhode Island",636,"Block Group 1, Census Tract 8, Providence County, Rhode Island",136
"G44000700008002","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"000800","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070008002","Block Group 2, Census Tract 8, Providence County, Rhode Island",1550,"Block Group 2, Census Tract 8, Providence County, Rhode Island",451
"G44000700008003","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"000800","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070008003","Block Group 3, Census Tract 8, Providence County, Rhode Island",762,"Block Group 3, Census Tract 8, Providence County, Rhode Island",125
"G44000700009001","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"000900","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070009001","Block Group 1, Census Tract 9, Providence County, Rhode Island",624,"Block Group 1, Census Tract 9, Providence County, Rhode Island",256
"G44000700009002","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"000900","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070009002","Block Group 2, Census Tract 9, Providence County, Rhode Island",774,"Block Group 2, Census Tract 9, Providence County, Rhode Island",241
"G44000700009003","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"000900","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070009003","Block Group 3, Census Tract 9, Providence County, Rhode Island",1160,"Block Group 3, Census Tract 9, Providence County, Rhode Island",287
"G44000700010001","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"001000","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070010001","Block Group 1, Census Tract 10, Providence County, Rhode Island",810,"Block Group 1, Census Tract 10, Providence County, Rhode Island",259
"G44000700010002","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"001000","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070010002","Block Group 2, Census Tract 10, Providence County, Rhode Island",1139,"Block Group 2, Census Tract 10, Providence County, Rhode Island",287
"G44000700011001","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"001100","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070011001","Block Group 1, Census Tract 11, Providence County, Rhode Island",869,"Block Group 1, Census Tract 11, Providence County, Rhode Island",297
"G44000700011002","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"001100","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070011002","Block Group 2, Census Tract 11, Providence County, Rhode Island",619,"Block Group 2, Census Tract 11, Providence County, Rhode Island",186
"G44000700011003","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"001100","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070011003","Block Group 3, Census Tract 11, Providence County, Rhode Island",760,"Block Group 3, Census Tract 11, Providence County, Rhode Island",259
"G44000700012001","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"001200","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070012001","Block Group 1, Census Tract 12, Providence County, Rhode Island",1287,"Block Group 1, Census Tract 12, Providence County, Rhode Island",305
"G44000700012002","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"001200","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070012002","Block Group 2, Census Tract 12, Providence County, Rhode Island",582,"Block Group 2, Census Tract 12, Providence County, Rhode Island",239
"G44000700012003","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"001200","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070012003","Block Group 3, Census Tract 12, Providence County, Rhode Island",519,"Block Group 3, Census Tract 12, Providence County, Rhode Island",229
"G44000700013001","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"001300","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070013001","Block Group 1, Census Tract 13, Providence County, Rhode Island",864,"Block Group 1, Census Tract 13, Providence County, Rhode Island",257
"G44000700013002","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"001300","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070013002","Block Group 2, Census Tract 13, Providence County, Rhode Island",1096,"Block Group 2, Census Tract 13, Providence County, Rhode Island",382
"G44000700013003","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"001300","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070013003","Block Group 3, Census Tract 13, Providence County, Rhode Island",1608,"Block Group 3, Census Tract 13, Providence County, Rhode Island",497
"G44000700013004","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"001300","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070013004","Block Group 4, Census Tract 13, Providence County, Rhode Island",1029,"Block Group 4, Census Tract 13, Providence County, Rhode Island",407
"G44000700014001","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"001400","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070014001","Block Group 1, Census Tract 14, Providence County, Rhode Island",1344,"Block Group 1, Census Tract 14, Providence County, Rhode Island",551
"G44000700014002","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"001400","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070014002","Block Group 2, Census Tract 14, Providence County, Rhode Island",1267,"Block Group 2, Census Tract 14, Providence County, Rhode Island",478
"G44000700014003","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"001400","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070014003","Block Group 3, Census Tract 14, Providence County, Rhode Island",1869,"Block Group 3, Census Tract 14, Providence County, Rhode Island",627
"G44000700014004","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"001400","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070014004","Block Group 4, Census Tract 14, Providence County, Rhode Island",774,"Block Group 4, Census Tract 14, Providence County, Rhode Island",316
"G44000700014005","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"001400","5",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070014005","Block Group 5, Census Tract 14, Providence County, Rhode Island",926,"Block Group 5, Census Tract 14, Providence County, Rhode Island",499
"G44000700014006","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"001400","6",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070014006","Block Group 6, Census Tract 14, Providence County, Rhode Island",904,"Block Group 6, Census Tract 14, Providence County, Rhode Island",344
"G44000700015001","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"001500","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070015001","Block Group 1, Census Tract 15, Providence County, Rhode Island",693,"Block Group 1, Census Tract 15, Providence County, Rhode Island",212
"G44000700015002","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"001500","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070015002","Block Group 2, Census Tract 15, Providence County, Rhode Island",1066,"Block Group 2, Census Tract 15, Providence County, Rhode Island",272
"G44000700015003","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"001500","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070015003","Block Group 3, Census Tract 15, Providence County, Rhode Island",1064,"Block Group 3, Census Tract 15, Providence County, Rhode Island",360
"G44000700016001","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"001600","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070016001","Block Group 1, Census Tract 16, Providence County, Rhode Island",169,"Block Group 1, Census Tract 16, Providence County, Rhode Island",155
"G44000700016002","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"001600","2",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070016002","Block Group 2, Census Tract 16, Providence County, Rhode Island",1846,"Block Group 2, Census Tract 16, Providence County, Rhode Island",552
"G44000700016003","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"001600","3",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070016003","Block Group 3, Census Tract 16, Providence County, Rhode Island",1513,"Block Group 3, Census Tract 16, Providence County, Rhode Island",618
"G44000700016004","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"001600","4",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070016004","Block Group 4, Census Tract 16, Providence County, Rhode Island",790,"Block Group 4, Census Tract 16, Providence County, Rhode Island",375
"G44000700016005","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"001600","5",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070016005","Block Group 5, Census Tract 16, Providence County, Rhode Island",1844,"Block Group 5, Census Tract 16, Providence County, Rhode Island",547
"G44000700016006","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"001600","6",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070016006","Block Group 6, Census Tract 16, Providence County, Rhode Island",1861,"Block Group 6, Census Tract 16, Providence County, Rhode Island",614
"G44000700016007","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"001600","7",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070016007","Block Group 7, Census Tract 16, Providence County, Rhode Island",522,"Block Group 7, Census Tract 16, Providence County, Rhode Island",279
"G44000700017001","2005-2009","RI",,,"Rhode Island","44","Providence County","007",,,"001700","1",,,,,,,,,,,,,,,,,,,,,,,,"15000US440070017001","Block Group 1, Census Tract 17, Providence County, Rhode Island",1272,"Block Group 1, Census Tract 17, Providence County, Rhode Island",325
