GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,QSPE001,NAME_M,QSPM001
"G44000700145021","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"014502","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070145021",,,"Block Group 1, Census Tract 145.02, Providence County, Rhode Island",1213,"Block Group 1, Census Tract 145.02, Providence County, Rhode Island",205
"G44000700145022","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"014502","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070145022",,,"Block Group 2, Census Tract 145.02, Providence County, Rhode Island",1865,"Block Group 2, Census Tract 145.02, Providence County, Rhode Island",320
"G44000700145023","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"014502","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070145023",,,"Block Group 3, Census Tract 145.02, Providence County, Rhode Island",1092,"Block Group 3, Census Tract 145.02, Providence County, Rhode Island",313
"G44000700146001","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"014600","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070146001",,,"Block Group 1, Census Tract 146, Providence County, Rhode Island",1496,"Block Group 1, Census Tract 146, Providence County, Rhode Island",370
"G44000700146002","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"014600","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070146002",,,"Block Group 2, Census Tract 146, Providence County, Rhode Island",3283,"Block Group 2, Census Tract 146, Providence County, Rhode Island",521
"G44000700146003","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"014600","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070146003",,,"Block Group 3, Census Tract 146, Providence County, Rhode Island",2412,"Block Group 3, Census Tract 146, Providence County, Rhode Island",437
"G44000700147001","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"014700","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070147001",,,"Block Group 1, Census Tract 147, Providence County, Rhode Island",1452,"Block Group 1, Census Tract 147, Providence County, Rhode Island",442
"G44000700147002","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"014700","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070147002",,,"Block Group 2, Census Tract 147, Providence County, Rhode Island",1766,"Block Group 2, Census Tract 147, Providence County, Rhode Island",413
"G44000700147003","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"014700","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070147003",,,"Block Group 3, Census Tract 147, Providence County, Rhode Island",1446,"Block Group 3, Census Tract 147, Providence County, Rhode Island",502
"G44000700147004","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"014700","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070147004",,,"Block Group 4, Census Tract 147, Providence County, Rhode Island",692,"Block Group 4, Census Tract 147, Providence County, Rhode Island",201
"G44000700147005","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"014700","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070147005",,,"Block Group 5, Census Tract 147, Providence County, Rhode Island",462,"Block Group 5, Census Tract 147, Providence County, Rhode Island",124
"G44000700147006","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"014700","6",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070147006",,,"Block Group 6, Census Tract 147, Providence County, Rhode Island",1056,"Block Group 6, Census Tract 147, Providence County, Rhode Island",437
"G44000700148001","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"014800","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070148001",,,"Block Group 1, Census Tract 148, Providence County, Rhode Island",2083,"Block Group 1, Census Tract 148, Providence County, Rhode Island",437
"G44000700148002","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"014800","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070148002",,,"Block Group 2, Census Tract 148, Providence County, Rhode Island",2184,"Block Group 2, Census Tract 148, Providence County, Rhode Island",540
"G44000700148003","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"014800","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070148003",,,"Block Group 3, Census Tract 148, Providence County, Rhode Island",1248,"Block Group 3, Census Tract 148, Providence County, Rhode Island",268
"G44000700150001","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"015000","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070150001",,,"Block Group 1, Census Tract 150, Providence County, Rhode Island",2655,"Block Group 1, Census Tract 150, Providence County, Rhode Island",439
"G44000700150002","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"015000","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070150002",,,"Block Group 2, Census Tract 150, Providence County, Rhode Island",2332,"Block Group 2, Census Tract 150, Providence County, Rhode Island",481
"G44000700151001","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"015100","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070151001",,,"Block Group 1, Census Tract 151, Providence County, Rhode Island",1876,"Block Group 1, Census Tract 151, Providence County, Rhode Island",378
"G44000700151002","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"015100","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070151002",,,"Block Group 2, Census Tract 151, Providence County, Rhode Island",1346,"Block Group 2, Census Tract 151, Providence County, Rhode Island",344
"G44000700151003","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"015100","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070151003",,,"Block Group 3, Census Tract 151, Providence County, Rhode Island",1103,"Block Group 3, Census Tract 151, Providence County, Rhode Island",355
"G44000700152001","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"015200","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070152001",,,"Block Group 1, Census Tract 152, Providence County, Rhode Island",1642,"Block Group 1, Census Tract 152, Providence County, Rhode Island",340
"G44000700152002","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"015200","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070152002",,,"Block Group 2, Census Tract 152, Providence County, Rhode Island",658,"Block Group 2, Census Tract 152, Providence County, Rhode Island",179
"G44000700153001","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"015300","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070153001",,,"Block Group 1, Census Tract 153, Providence County, Rhode Island",1121,"Block Group 1, Census Tract 153, Providence County, Rhode Island",234
"G44000700153002","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"015300","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070153002",,,"Block Group 2, Census Tract 153, Providence County, Rhode Island",723,"Block Group 2, Census Tract 153, Providence County, Rhode Island",193
"G44000700154001","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"015400","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070154001",,,"Block Group 1, Census Tract 154, Providence County, Rhode Island",820,"Block Group 1, Census Tract 154, Providence County, Rhode Island",233
"G44000700154002","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"015400","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070154002",,,"Block Group 2, Census Tract 154, Providence County, Rhode Island",1611,"Block Group 2, Census Tract 154, Providence County, Rhode Island",312
"G44000700155001","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"015500","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070155001",,,"Block Group 1, Census Tract 155, Providence County, Rhode Island",940,"Block Group 1, Census Tract 155, Providence County, Rhode Island",322
"G44000700155002","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"015500","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070155002",,,"Block Group 2, Census Tract 155, Providence County, Rhode Island",1154,"Block Group 2, Census Tract 155, Providence County, Rhode Island",413
"G44000700155003","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"015500","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070155003",,,"Block Group 3, Census Tract 155, Providence County, Rhode Island",1233,"Block Group 3, Census Tract 155, Providence County, Rhode Island",375
"G44000700155004","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"015500","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070155004",,,"Block Group 4, Census Tract 155, Providence County, Rhode Island",1176,"Block Group 4, Census Tract 155, Providence County, Rhode Island",444
"G44000700156001","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"015600","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070156001",,,"Block Group 1, Census Tract 156, Providence County, Rhode Island",795,"Block Group 1, Census Tract 156, Providence County, Rhode Island",233
"G44000700156002","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"015600","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070156002",,,"Block Group 2, Census Tract 156, Providence County, Rhode Island",521,"Block Group 2, Census Tract 156, Providence County, Rhode Island",166
"G44000700156003","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"015600","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070156003",,,"Block Group 3, Census Tract 156, Providence County, Rhode Island",1151,"Block Group 3, Census Tract 156, Providence County, Rhode Island",274
"G44000700157001","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"015700","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070157001",,,"Block Group 1, Census Tract 157, Providence County, Rhode Island",989,"Block Group 1, Census Tract 157, Providence County, Rhode Island",275
"G44000700157002","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"015700","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070157002",,,"Block Group 2, Census Tract 157, Providence County, Rhode Island",1297,"Block Group 2, Census Tract 157, Providence County, Rhode Island",258
"G44000700157003","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"015700","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070157003",,,"Block Group 3, Census Tract 157, Providence County, Rhode Island",795,"Block Group 3, Census Tract 157, Providence County, Rhode Island",254
"G44000700157004","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"015700","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070157004",,,"Block Group 4, Census Tract 157, Providence County, Rhode Island",549,"Block Group 4, Census Tract 157, Providence County, Rhode Island",185
"G44000700158001","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"015800","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070158001",,,"Block Group 1, Census Tract 158, Providence County, Rhode Island",913,"Block Group 1, Census Tract 158, Providence County, Rhode Island",223
"G44000700158002","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"015800","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070158002",,,"Block Group 2, Census Tract 158, Providence County, Rhode Island",845,"Block Group 2, Census Tract 158, Providence County, Rhode Island",323
"G44000700158003","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"015800","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070158003",,,"Block Group 3, Census Tract 158, Providence County, Rhode Island",828,"Block Group 3, Census Tract 158, Providence County, Rhode Island",302
"G44000700158004","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"015800","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070158004",,,"Block Group 4, Census Tract 158, Providence County, Rhode Island",570,"Block Group 4, Census Tract 158, Providence County, Rhode Island",220
"G44000700158005","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"015800","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070158005",,,"Block Group 5, Census Tract 158, Providence County, Rhode Island",894,"Block Group 5, Census Tract 158, Providence County, Rhode Island",290
"G44000700159001","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"015900","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070159001",,,"Block Group 1, Census Tract 159, Providence County, Rhode Island",792,"Block Group 1, Census Tract 159, Providence County, Rhode Island",286
"G44000700159002","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"015900","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070159002",,,"Block Group 2, Census Tract 159, Providence County, Rhode Island",431,"Block Group 2, Census Tract 159, Providence County, Rhode Island",140
"G44000700159003","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"015900","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070159003",,,"Block Group 3, Census Tract 159, Providence County, Rhode Island",827,"Block Group 3, Census Tract 159, Providence County, Rhode Island",213
"G44000700159004","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"015900","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070159004",,,"Block Group 4, Census Tract 159, Providence County, Rhode Island",808,"Block Group 4, Census Tract 159, Providence County, Rhode Island",318
"G44000700160001","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"016000","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070160001",,,"Block Group 1, Census Tract 160, Providence County, Rhode Island",601,"Block Group 1, Census Tract 160, Providence County, Rhode Island",223
"G44000700160002","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"016000","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070160002",,,"Block Group 2, Census Tract 160, Providence County, Rhode Island",636,"Block Group 2, Census Tract 160, Providence County, Rhode Island",177
"G44000700160003","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"016000","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070160003",,,"Block Group 3, Census Tract 160, Providence County, Rhode Island",1627,"Block Group 3, Census Tract 160, Providence County, Rhode Island",369
"G44000700161001","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"016100","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070161001",,,"Block Group 1, Census Tract 161, Providence County, Rhode Island",929,"Block Group 1, Census Tract 161, Providence County, Rhode Island",238
"G44000700161002","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"016100","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070161002",,,"Block Group 2, Census Tract 161, Providence County, Rhode Island",670,"Block Group 2, Census Tract 161, Providence County, Rhode Island",223
"G44000700161003","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"016100","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070161003",,,"Block Group 3, Census Tract 161, Providence County, Rhode Island",1598,"Block Group 3, Census Tract 161, Providence County, Rhode Island",420
"G44000700161004","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"016100","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070161004",,,"Block Group 4, Census Tract 161, Providence County, Rhode Island",1519,"Block Group 4, Census Tract 161, Providence County, Rhode Island",420
"G44000700163001","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"016300","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070163001",,,"Block Group 1, Census Tract 163, Providence County, Rhode Island",1039,"Block Group 1, Census Tract 163, Providence County, Rhode Island",204
"G44000700163002","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"016300","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070163002",,,"Block Group 2, Census Tract 163, Providence County, Rhode Island",1045,"Block Group 2, Census Tract 163, Providence County, Rhode Island",225
"G44000700163003","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"016300","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070163003",,,"Block Group 3, Census Tract 163, Providence County, Rhode Island",699,"Block Group 3, Census Tract 163, Providence County, Rhode Island",222
"G44000700164001","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"016400","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070164001",,,"Block Group 1, Census Tract 164, Providence County, Rhode Island",2082,"Block Group 1, Census Tract 164, Providence County, Rhode Island",361
"G44000700164002","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"016400","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070164002",,,"Block Group 2, Census Tract 164, Providence County, Rhode Island",1236,"Block Group 2, Census Tract 164, Providence County, Rhode Island",217
"G44000700164003","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"016400","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070164003",,,"Block Group 3, Census Tract 164, Providence County, Rhode Island",855,"Block Group 3, Census Tract 164, Providence County, Rhode Island",285
"G44000700165001","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"016500","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070165001",,,"Block Group 1, Census Tract 165, Providence County, Rhode Island",1128,"Block Group 1, Census Tract 165, Providence County, Rhode Island",286
"G44000700165002","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"016500","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070165002",,,"Block Group 2, Census Tract 165, Providence County, Rhode Island",1294,"Block Group 2, Census Tract 165, Providence County, Rhode Island",243
"G44000700165003","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"016500","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070165003",,,"Block Group 3, Census Tract 165, Providence County, Rhode Island",1388,"Block Group 3, Census Tract 165, Providence County, Rhode Island",288
"G44000700166001","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"016600","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070166001",,,"Block Group 1, Census Tract 166, Providence County, Rhode Island",1883,"Block Group 1, Census Tract 166, Providence County, Rhode Island",239
"G44000700167001","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"016700","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070167001",,,"Block Group 1, Census Tract 167, Providence County, Rhode Island",1322,"Block Group 1, Census Tract 167, Providence County, Rhode Island",372
"G44000700167002","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"016700","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070167002",,,"Block Group 2, Census Tract 167, Providence County, Rhode Island",1320,"Block Group 2, Census Tract 167, Providence County, Rhode Island",279
"G44000700168001","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"016800","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070168001",,,"Block Group 1, Census Tract 168, Providence County, Rhode Island",1103,"Block Group 1, Census Tract 168, Providence County, Rhode Island",295
"G44000700168002","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"016800","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070168002",,,"Block Group 2, Census Tract 168, Providence County, Rhode Island",801,"Block Group 2, Census Tract 168, Providence County, Rhode Island",213
"G44000700168003","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"016800","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070168003",,,"Block Group 3, Census Tract 168, Providence County, Rhode Island",1458,"Block Group 3, Census Tract 168, Providence County, Rhode Island",335
"G44000700169001","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"016900","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070169001",,,"Block Group 1, Census Tract 169, Providence County, Rhode Island",627,"Block Group 1, Census Tract 169, Providence County, Rhode Island",164
"G44000700169002","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"016900","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070169002",,,"Block Group 2, Census Tract 169, Providence County, Rhode Island",557,"Block Group 2, Census Tract 169, Providence County, Rhode Island",223
"G44000700169003","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"016900","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070169003",,,"Block Group 3, Census Tract 169, Providence County, Rhode Island",986,"Block Group 3, Census Tract 169, Providence County, Rhode Island",163
"G44000700170001","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"017000","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070170001",,,"Block Group 1, Census Tract 170, Providence County, Rhode Island",826,"Block Group 1, Census Tract 170, Providence County, Rhode Island",298
"G44000700170002","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"017000","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070170002",,,"Block Group 2, Census Tract 170, Providence County, Rhode Island",1897,"Block Group 2, Census Tract 170, Providence County, Rhode Island",344
"G44000700170003","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"017000","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070170003",,,"Block Group 3, Census Tract 170, Providence County, Rhode Island",369,"Block Group 3, Census Tract 170, Providence County, Rhode Island",150
"G44000700170004","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"017000","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070170004",,,"Block Group 4, Census Tract 170, Providence County, Rhode Island",1244,"Block Group 4, Census Tract 170, Providence County, Rhode Island",365
"G44000700171001","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"017100","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070171001",,,"Block Group 1, Census Tract 171, Providence County, Rhode Island",363,"Block Group 1, Census Tract 171, Providence County, Rhode Island",148
"G44000700171002","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"017100","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070171002",,,"Block Group 2, Census Tract 171, Providence County, Rhode Island",952,"Block Group 2, Census Tract 171, Providence County, Rhode Island",237
"G44000700171003","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"017100","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070171003",,,"Block Group 3, Census Tract 171, Providence County, Rhode Island",3046,"Block Group 3, Census Tract 171, Providence County, Rhode Island",494
"G44000700171004","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"017100","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070171004",,,"Block Group 4, Census Tract 171, Providence County, Rhode Island",751,"Block Group 4, Census Tract 171, Providence County, Rhode Island",263
"G44000700173001","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"017300","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070173001",,,"Block Group 1, Census Tract 173, Providence County, Rhode Island",1567,"Block Group 1, Census Tract 173, Providence County, Rhode Island",316
"G44000700173002","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"017300","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070173002",,,"Block Group 2, Census Tract 173, Providence County, Rhode Island",1406,"Block Group 2, Census Tract 173, Providence County, Rhode Island",361
"G44000700173003","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"017300","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070173003",,,"Block Group 3, Census Tract 173, Providence County, Rhode Island",575,"Block Group 3, Census Tract 173, Providence County, Rhode Island",193
"G44000700174001","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"017400","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070174001",,,"Block Group 1, Census Tract 174, Providence County, Rhode Island",1597,"Block Group 1, Census Tract 174, Providence County, Rhode Island",324
"G44000700174002","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"017400","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070174002",,,"Block Group 2, Census Tract 174, Providence County, Rhode Island",608,"Block Group 2, Census Tract 174, Providence County, Rhode Island",216
"G44000700174003","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"017400","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070174003",,,"Block Group 3, Census Tract 174, Providence County, Rhode Island",1985,"Block Group 3, Census Tract 174, Providence County, Rhode Island",450
"G44000700175001","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"017500","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070175001",,,"Block Group 1, Census Tract 175, Providence County, Rhode Island",859,"Block Group 1, Census Tract 175, Providence County, Rhode Island",212
"G44000700175002","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"017500","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070175002",,,"Block Group 2, Census Tract 175, Providence County, Rhode Island",1236,"Block Group 2, Census Tract 175, Providence County, Rhode Island",347
"G44000700175003","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"017500","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070175003",,,"Block Group 3, Census Tract 175, Providence County, Rhode Island",1459,"Block Group 3, Census Tract 175, Providence County, Rhode Island",331
"G44000700176001","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"017600","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070176001",,,"Block Group 1, Census Tract 176, Providence County, Rhode Island",973,"Block Group 1, Census Tract 176, Providence County, Rhode Island",280
"G44000700176002","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"017600","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070176002",,,"Block Group 2, Census Tract 176, Providence County, Rhode Island",1612,"Block Group 2, Census Tract 176, Providence County, Rhode Island",336
"G44000700177001","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"017700","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070177001",,,"Block Group 1, Census Tract 177, Providence County, Rhode Island",886,"Block Group 1, Census Tract 177, Providence County, Rhode Island",248
"G44000700177002","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"017700","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070177002",,,"Block Group 2, Census Tract 177, Providence County, Rhode Island",1469,"Block Group 2, Census Tract 177, Providence County, Rhode Island",344
"G44000700177003","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"017700","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070177003",,,"Block Group 3, Census Tract 177, Providence County, Rhode Island",1141,"Block Group 3, Census Tract 177, Providence County, Rhode Island",321
"G44000700178001","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"017800","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070178001",,,"Block Group 1, Census Tract 178, Providence County, Rhode Island",1302,"Block Group 1, Census Tract 178, Providence County, Rhode Island",404
"G44000700178002","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"017800","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070178002",,,"Block Group 2, Census Tract 178, Providence County, Rhode Island",718,"Block Group 2, Census Tract 178, Providence County, Rhode Island",193
"G44000700178003","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"017800","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070178003",,,"Block Group 3, Census Tract 178, Providence County, Rhode Island",641,"Block Group 3, Census Tract 178, Providence County, Rhode Island",191
"G44000700179001","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"017900","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070179001",,,"Block Group 1, Census Tract 179, Providence County, Rhode Island",612,"Block Group 1, Census Tract 179, Providence County, Rhode Island",303
"G44000700179002","2008-2012","RI",,,"Rhode Island","44","Providence County","007",,,"017900","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US440070179002",,,"Block Group 2, Census Tract 179, Providence County, Rhode Island",1443,"Block Group 2, Census Tract 179, Providence County, Rhode Island",445
